PLAYER,TEAM_BBREF,MP,BPM,SEASON
Gilbert Arenas,WAS,3384.0,5.4,2005-06
LeBron James,CLE,3361.0,9.1,2005-06
Joe Johnson,ATL,3340.0,1.0,2005-06
Antawn Jamison,WAS,3288.0,1.2,2005-06
Kobe Bryant,LAL,3277.0,7.6,2005-06
Shawn Marion,PHO,3263.0,4.8,2005-06
Lamar Odom,LAL,3221.0,2.7,2005-06
Ricky Davis,2TM,3207.0,-0.4,2005-06
Ricky Davis,BOS,1747.0,-0.2,2005-06
Ricky Davis,MIN,1460.0,-0.5,2005-06
Mike Bibby,SAC,3167.0,1.5,2005-06
Morris Peterson,TOR,3140.0,0.4,2005-06
Pau Gasol,MEM,3135.0,5.5,2005-06
Michael Redd,MIL,3130.0,3.8,2005-06
Allen Iverson,PHI,3103.0,4.8,2005-06
Elton Brand,LAC,3099.0,6.7,2005-06
Dirk Nowitzki,DAL,3089.0,8.1,2005-06
Andre Iguodala,PHI,3086.0,0.6,2005-06
Paul Pierce,BOS,3084.0,4.8,2005-06
Richard Jefferson,NJN,3059.0,3.1,2005-06
Ray Allen,SEA,3022.0,4.4,2005-06
Dwight Howard,ORL,3021.0,1.0,2005-06
Cuttino Mobley,LAC,2979.0,-0.2,2005-06
Jason Kidd,NJN,2975.0,5.4,2005-06
Raja Bell,PHO,2959.0,0.2,2005-06
Kevin Garnett,MIN,2957.0,7.8,2005-06
Kirk Hinrich,CHI,2955.0,1.8,2005-06
Mehmet Okur,UTA,2945.0,1.6,2005-06
Carmelo Anthony,DEN,2941.0,2.7,2005-06
Andre Miller,DEN,2937.0,0.2,2005-06
Chauncey Billups,DET,2925.0,6.2,2005-06
Mike James,TOR,2925.0,1.8,2005-06
Brad Miller,SAC,2923.0,2.5,2005-06
Stephen Jackson,IND,2910.0,-0.1,2005-06
Vince Carter,NJN,2906.0,5.1,2005-06
Tayshaun Prince,DET,2898.0,0.3,2005-06
Chris Webber,PHI,2893.0,-0.1,2005-06
Dwyane Wade,MIA,2892.0,7.7,2005-06
Ben Wallace,DET,2890.0,3.5,2005-06
Jason Richardson,GSW,2877.0,3.1,2005-06
Rashard Lewis,SEA,2876.0,2.7,2005-06
Boris Diaw,PHO,2874.0,2.8,2005-06
Shane Battier,MEM,2839.0,2.6,2005-06
Richard Hamilton,DET,2825.0,0.8,2005-06
Chris Paul,NOK,2808.0,5.2,2005-06
Jason Terry,DAL,2798.0,3.3,2005-06
Steve Nash,PHO,2796.0,5.0,2005-06
Tim Duncan,SAS,2784.0,5.0,2005-06
Al Harrington,ATL,2782.0,-1.3,2005-06
Rasheed Wallace,DET,2780.0,3.7,2005-06
Smush Parker,LAL,2773.0,0.1,2005-06
Bruce Bowen,SAS,2755.0,0.3,2005-06
Chris Bosh,TOR,2751.0,2.9,2005-06
Wally Szczerbiak,2TM,2729.0,1.6,2005-06
Wally Szczerbiak,MIN,1555.0,1.9,2005-06
Wally Szczerbiak,BOS,1174.0,1.2,2005-06
Tony Parker,SAS,2715.0,2.8,2005-06
Caron Butler,WAS,2708.0,0.6,2005-06
Sam Cassell,LAC,2653.0,1.6,2005-06
DeShawn Stevenson,ORL,2648.0,-2.5,2005-06
Luke Ridnour,SEA,2625.0,-0.2,2005-06
Hedo Türkoğlu,ORL,2615.0,2.0,2005-06
Luol Deng,CHI,2604.0,1.6,2005-06
Andrei Kirilenko,UTA,2604.0,6.6,2005-06
Peja Stojaković,2TM,2601.0,1.6,2005-06
Peja Stojaković,SAC,1147.0,-0.6,2005-06
Peja Stojaković,IND,1454.0,3.3,2005-06
Derek Fisher,GSW,2589.0,0.4,2005-06
Mike Dunleavy,GSW,2578.0,-0.7,2005-06
Kyle Korver,PHI,2563.0,-0.6,2005-06
Chris Kaman,LAC,2560.0,-0.7,2005-06
Josh Smith,ATL,2559.0,0.3,2005-06
T.J. Ford,MIL,2557.0,-1.2,2005-06
Jamal Crawford,NYK,2555.0,0.5,2005-06
Zach Randolph,POR,2545.0,-2.0,2005-06
Bobby Simmons,MIL,2538.0,0.3,2005-06
Juwan Howard,HOU,2537.0,-2.6,2005-06
David West,NOK,2526.0,1.4,2005-06
Troy Murphy,GSW,2516.0,-0.3,2005-06
Trenton Hassell,MIN,2514.0,-3.1,2005-06
Udonis Haslem,MIA,2491.0,-0.5,2005-06
Ben Gordon,CHI,2482.0,0.5,2005-06
Nenad Krstić,NJN,2469.0,-2.2,2005-06
Jamaal Magloire,MIL,2465.0,-4.1,2005-06
Zaza Pachulia,ATL,2452.0,-2.1,2005-06
Eddie Jones,MEM,2437.0,2.2,2005-06
Rafer Alston,HOU,2431.0,-0.4,2005-06
Delonte West,BOS,2418.0,1.9,2005-06
Raymond Felton,CHA,2406.0,-0.6,2005-06
Steve Francis,2TM,2393.0,0.0,2005-06
Steve Francis,ORL,1734.0,0.6,2005-06
Steve Francis,NYK,659.0,-1.6,2005-06
P.J. Brown,NOK,2380.0,-1.5,2005-06
David Wesley,HOU,2372.0,-2.0,2005-06
Charlie Villanueva,TOR,2361.0,-0.9,2005-06
Eric Snow,CLE,2351.0,-3.0,2005-06
Brevin Knight,CHA,2351.0,1.4,2005-06
Andrew Bogut,MIL,2348.0,0.4,2005-06
Luther Head,HOU,2310.0,-0.2,2005-06
Deron Williams,UTA,2307.0,-1.7,2005-06
Gary Payton,MIA,2305.0,-0.9,2005-06
Kenny Thomas,SAC,2293.0,0.0,2005-06
Antonio Daniels,WAS,2283.0,-0.7,2005-06
Zydrunas Ilgauskas,CLE,2283.0,1.6,2005-06
Mike Miller,MEM,2268.0,3.0,2005-06
Josh Childress,ATL,2249.0,1.2,2005-06
Mark Blount,2TM,2240.0,-3.4,2005-06
Mark Blount,BOS,1083.0,-3.7,2005-06
Mark Blount,MIN,1157.0,-3.1,2005-06
Andrés Nocioni,CHI,2239.0,1.7,2005-06
Tony Battie,ORL,2215.0,-1.8,2005-06
Metta World Peace,2TM,2207.0,1.1,2005-06
Metta World Peace,IND,603.0,3.0,2005-06
Metta World Peace,SAC,1604.0,0.4,2005-06
Antoine Walker,MIA,2199.0,0.4,2005-06
Stephon Marbury,NYK,2193.0,0.1,2005-06
Drew Gooden,CLE,2174.0,-0.2,2005-06
Primož Brezec,CHA,2165.0,-2.4,2005-06
Chris Duhon,CHI,2155.0,0.8,2005-06
Tyson Chandler,CHI,2121.0,-0.4,2005-06
Ronald Murray,2TM,2112.0,-3.2,2005-06
Ronald Murray,SEA,1085.0,-4.9,2005-06
Ronald Murray,CLE,1027.0,-1.4,2005-06
Marko Jarić,MIN,2102.0,-0.7,2005-06
Desmond Mason,NOK,2102.0,-4.9,2005-06
Damon Jones,CLE,2089.0,-1.1,2005-06
Jumaine Jones,CHA,2089.0,-1.7,2005-06
Donyell Marshall,CLE,2077.0,0.1,2005-06
John Salmons,PHI,2059.0,-2.7,2005-06
Michael Finley,SAS,2038.0,0.2,2005-06
Raef LaFrentz,BOS,2033.0,-0.1,2005-06
Speedy Claxton,NOK,2019.0,0.1,2005-06
Jalen Rose,2TM,1983.0,-1.5,2005-06
Jalen Rose,TOR,1236.0,-2.5,2005-06
Jalen Rose,NYK,747.0,0.0,2005-06
Anthony Johnson,IND,1981.0,0.7,2005-06
Kwame Brown,LAL,1978.0,-2.5,2005-06
Vladimir Radmanović,2TM,1974.0,0.5,2005-06
Vladimir Radmanović,SEA,1089.0,-1.1,2005-06
Vladimir Radmanović,LAC,885.0,2.5,2005-06
Baron Davis,GSW,1971.0,2.6,2005-06
Shareef Abdur-Rahim,SAC,1961.0,0.9,2005-06
Marvin Williams,ATL,1952.0,-3.5,2005-06
Jared Jeffries,WAS,1951.0,-0.8,2005-06
Yao Ming,HOU,1949.0,4.4,2005-06
Matt Harpring,UTA,1944.0,-0.6,2005-06
Erick Dampier,DAL,1934.0,-1.7,2005-06
Juan Dixon,POR,1920.0,-1.9,2005-06
Josh Howard,DAL,1915.0,2.2,2005-06
James Posey,MIA,1914.0,0.1,2005-06
Kevin Martin,SAC,1913.0,0.4,2005-06
Keith Bogans,2TM,1912.0,-1.4,2005-06
Keith Bogans,CHA,848.0,-1.0,2005-06
Keith Bogans,HOU,1064.0,-1.6,2005-06
Jason Collins,NJN,1895.0,-3.8,2005-06
Gerald Wallace,CHA,1895.0,4.9,2005-06
Brendan Haywood,WAS,1879.0,-1.7,2005-06
Rasual Butler,NOK,1875.0,-2.0,2005-06
Jason Williams,MIA,1874.0,1.1,2005-06
Eddy Curry,NYK,1865.0,-2.1,2005-06
Clifford Robinson,NJN,1863.0,-1.9,2005-06
Marcus Camby,DEN,1857.0,3.5,2005-06
Fred Jones,IND,1837.0,-1.0,2005-06
Adonal Foyle,GSW,1824.0,-1.7,2005-06
Manu Ginóbili,SAS,1813.0,6.8,2005-06
Shaquille O'Neal,MIA,1806.0,2.7,2005-06
Jermaine O'Neal,IND,1802.0,2.3,2005-06
Ruben Patterson,2TM,1792.0,-0.5,2005-06
Ruben Patterson,POR,1056.0,-0.5,2005-06
Ruben Patterson,DEN,736.0,-0.7,2005-06
Jameer Nelson,ORL,1784.0,2.0,2005-06
Steve Blake,POR,1781.0,-1.0,2005-06
Bobby Jackson,MEM,1775.0,0.4,2005-06
James Jones,PHO,1772.0,-0.1,2005-06
Marquis Daniels,DAL,1766.0,0.5,2005-06
Danny Granger,IND,1765.0,1.1,2005-06
Samuel Dalembert,PHI,1761.0,-1.8,2005-06
Greg Buckner,DEN,1758.0,0.5,2005-06
Tracy McGrady,HOU,1745.0,5.4,2005-06
Antonio McDyess,DET,1733.0,-1.2,2005-06
Jarron Collins,UTA,1730.0,-2.1,2005-06
Chucky Atkins,2TM,1713.0,-0.9,2005-06
Chucky Atkins,WAS,552.0,-1.6,2005-06
Chucky Atkins,MEM,1161.0,-0.6,2005-06
Devin Brown,UTA,1711.0,-3.3,2005-06
Matt Bonner,TOR,1710.0,0.7,2005-06
Lorenzen Wright,MEM,1689.0,-2.1,2005-06
Bonzi Wells,SAC,1684.0,0.4,2005-06
Sebastian Telfair,POR,1641.0,-2.8,2005-06
Jarrett Jack,POR,1599.0,-3.1,2005-06
Leandro Barbosa,PHO,1592.0,-0.1,2005-06
Joey Graham,TOR,1581.0,-3.8,2005-06
Jeff Foster,IND,1581.0,0.0,2005-06
Francisco Elson,DEN,1579.0,-2.2,2005-06
Earl Watson,2TM,1578.0,0.2,2005-06
Earl Watson,DEN,975.0,-0.1,2005-06
Earl Watson,SEA,603.0,0.8,2005-06
Channing Frye,NYK,1572.0,-0.7,2005-06
Šarūnas Jasikevičius,IND,1557.0,0.1,2005-06
Kenyon Martin,DEN,1546.0,0.1,2005-06
Nate Robinson,NYK,1544.0,-2.1,2005-06
Devean George,LAL,1542.0,-0.8,2005-06
Earl Boykins,DEN,1542.0,0.0,2005-06
Chris Mihm,LAL,1541.0,-1.9,2005-06
Brian Cook,LAL,1535.0,-0.1,2005-06
Mo Williams,MIL,1531.0,0.0,2005-06
Chris Wilcox,2TM,1529.0,-0.1,2005-06
Chris Wilcox,LAC,657.0,-1.3,2005-06
Chris Wilcox,SEA,872.0,0.8,2005-06
Damien Wilkins,SEA,1525.0,-1.6,2005-06
Shaun Livingston,LAC,1525.0,-1.9,2005-06
Jerry Stackhouse,DAL,1525.0,-1.5,2005-06
Rasho Nesterović,SAS,1515.0,-1.5,2005-06
Quinton Ross,LAC,1515.0,-2.5,2005-06
DeSagana Diop,DAL,1510.0,0.5,2005-06
Marcus Banks,2TM,1497.0,-1.7,2005-06
Marcus Banks,BOS,269.0,-5.9,2005-06
Marcus Banks,MIN,1228.0,-0.7,2005-06
Viktor Khryapa,POR,1492.0,-3.3,2005-06
José Calderón,TOR,1487.0,-2.8,2005-06
Sasha Vujačić,LAL,1449.0,-2.2,2005-06
Eduardo Nájera,DEN,1449.0,-1.8,2005-06
Nick Collison,SEA,1448.0,-3.2,2005-06
Quentin Richardson,NYK,1442.0,-1.9,2005-06
Eddie House,PHO,1421.0,-0.2,2005-06
Kurt Thomas,PHO,1411.0,-1.8,2005-06
Joel Przybilla,POR,1395.0,-0.6,2005-06
Reggie Evans,2TM,1393.0,-3.7,2005-06
Reggie Evans,SEA,788.0,-2.9,2005-06
Reggie Evans,DEN,605.0,-4.9,2005-06
Nazr Mohammed,SAS,1389.0,-2.0,2005-06
Milt Palacio,UTA,1376.0,-3.7,2005-06
Ryan Gomes,BOS,1376.0,-1.2,2005-06
Rashad McCants,MIN,1362.0,-1.7,2005-06
Eddie Griffin,MIN,1359.0,-1.6,2005-06
Melvin Ely,CHA,1348.0,-1.8,2005-06
Stromile Swift,HOU,1344.0,-2.7,2005-06
Luke Walton,LAL,1333.0,-1.1,2005-06
Kendrick Perkins,BOS,1332.0,-1.5,2005-06
Darius Songaila,CHI,1329.0,-1.1,2005-06
Steven Hunter,PHI,1312.0,-2.4,2005-06
Kirk Snyder,NOK,1310.0,0.6,2005-06
Bernard Robinson,CHA,1303.0,-1.8,2005-06
Alonzo Mourning,MIA,1302.0,1.8,2005-06
Francisco García,SAC,1301.0,-0.8,2005-06
Theo Ratliff,POR,1301.0,-1.6,2005-06
Darius Miles,POR,1286.0,-3.4,2005-06
Charlie Bell,MIL,1283.0,1.0,2005-06
Johan Petro,SEA,1282.0,-4.7,2005-06
Larry Hughes,CLE,1281.0,-1.3,2005-06
Matt Carroll,CHA,1275.0,-0.6,2005-06
Devin Harris,DAL,1275.0,1.4,2005-06
Brent Barry,SAS,1259.0,3.4,2005-06
Adrian Griffin,DAL,1245.0,0.8,2005-06
Salim Stoudamire,ATL,1236.0,-2.5,2005-06
Orien Greene,BOS,1235.0,-4.4,2005-06
Jacque Vaughn,NJN,1234.0,-4.1,2005-06
Tyronn Lue,ATL,1234.0,-0.7,2005-06
Keith McLeod,UTA,1232.0,-4.5,2005-06
Mike Sweetney,CHI,1222.0,-2.8,2005-06
Maurice Taylor,NYK,1210.0,-5.7,2005-06
Carlos Arroyo,2TM,1194.0,-0.5,2005-06
Carlos Arroyo,DET,600.0,-2.2,2005-06
Carlos Arroyo,ORL,594.0,1.3,2005-06
Robert Horry,SAS,1182.0,3.1,2005-06
Mickaël Piétrus,GSW,1179.0,-3.2,2005-06
Travis Outlaw,POR,1153.0,-2.5,2005-06
Austin Croshere,IND,1148.0,2.1,2005-06
Maurice Evans,DET,1139.0,0.2,2005-06
Keyon Dooling,ORL,1137.0,-2.7,2005-06
David Lee,NYK,1129.0,0.1,2005-06
Jamaal Tinsley,IND,1122.0,-1.6,2005-06
Etan Thomas,WAS,1121.0,-1.7,2005-06
Malik Rose,NYK,1119.0,-2.8,2005-06
Kareem Rush,CHA,1111.0,-3.4,2005-06
Keith Van Horn,DAL,1090.0,-1.2,2005-06
Martell Webster,POR,1070.0,-2.5,2005-06
Kevin Ollie,PHI,1069.0,-3.7,2005-06
Al Jefferson,BOS,1062.0,-2.1,2005-06
Derek Anderson,2TM,1047.0,-1.2,2005-06
Derek Anderson,HOU,582.0,0.3,2005-06
Derek Anderson,MIA,465.0,-3.1,2005-06
David Harrison,IND,1034.0,-4.0,2005-06
Ike Diogu,GSW,1031.0,-2.2,2005-06
Marc Jackson,2TM,1027.0,-4.2,2005-06
Marc Jackson,NJN,433.0,-4.6,2005-06
Marc Jackson,NOK,594.0,-3.9,2005-06
Carlos Boozer,UTA,1025.0,2.1,2005-06
Toni Kukoč,MIL,1018.0,0.3,2005-06
Qyntel Woods,NYK,1013.0,-0.8,2005-06
Michael Ruffin,WAS,1010.0,-2.7,2005-06
Andris Biedriņš,GSW,1000.0,-1.6,2005-06
Trevor Ariza,2TM,999.0,-0.7,2005-06
Trevor Ariza,NYK,709.0,-0.9,2005-06
Trevor Ariza,ORL,290.0,-0.3,2005-06
Justin Reed,2TM,997.0,-5.8,2005-06
Justin Reed,BOS,291.0,-8.7,2005-06
Justin Reed,MIN,706.0,-4.6,2005-06
J.R. Smith,NOK,989.0,-1.0,2005-06
Robert Swift,SEA,987.0,-3.9,2005-06
Nick Van Exel,SAS,986.0,-1.1,2005-06
Royal Ivey,ATL,978.0,-4.6,2005-06
Tony Allen,BOS,978.0,-1.4,2005-06
Daniel Ewing,LAC,971.0,-3.2,2005-06
Dahntay Jones,MEM,967.0,-4.4,2005-06
Gordan Giriček,UTA,956.0,-5.6,2005-06
Dikembe Mutombo,HOU,955.0,-0.8,2005-06
Brian Skinner,2TM,944.0,-2.7,2005-06
Brian Skinner,SAC,429.0,-1.0,2005-06
Brian Skinner,POR,515.0,-4.1,2005-06
Corey Maggette,LAC,943.0,0.9,2005-06
Antonio Davis,2TM,940.0,-4.3,2005-06
Antonio Davis,NYK,749.0,-4.1,2005-06
Antonio Davis,TOR,191.0,-5.1,2005-06
Brian Scalabrine,BOS,938.0,-3.6,2005-06
Pat Garrity,ORL,938.0,-1.8,2005-06
DerMarr Johnson,DEN,924.0,-0.8,2005-06
Michael Olowokandi,2TM,919.0,-5.0,2005-06
Michael Olowokandi,MIN,752.0,-4.9,2005-06
Michael Olowokandi,BOS,167.0,-5.5,2005-06
Joe Smith,MIL,887.0,-2.0,2005-06
Monta Ellis,GSW,886.0,-1.7,2005-06
Dan Gadzuric,MIL,885.0,-1.7,2005-06
Emeka Okafor,CHA,874.0,-2.1,2005-06
Jiří Welsch,MIL,866.0,-2.2,2005-06
Damon Stoudamire,MEM,862.0,-0.1,2005-06
Othella Harrington,CHI,824.0,-3.9,2005-06
Jason Hart,SAC,818.0,-4.7,2005-06
Jake Voskuhl,CHA,818.0,-4.4,2005-06
Sasha Pavlović,CLE,813.0,-3.6,2005-06
Greg Ostertag,UTA,807.0,-1.4,2005-06
Troy Hudson,MIN,800.0,-2.1,2005-06
Aaron Williams,2TM,791.0,-3.6,2005-06
Aaron Williams,TOR,99.0,-6.0,2005-06
Aaron Williams,NOK,692.0,-3.3,2005-06
Scot Pollard,IND,771.0,-0.5,2005-06
Darko Miličić,2TM,767.0,-0.2,2005-06
Darko Miličić,DET,140.0,-3.4,2005-06
Darko Miličić,ORL,627.0,0.6,2005-06
Anderson Varejão,CLE,760.0,-0.8,2005-06
James Singleton,LAC,753.0,0.4,2005-06
Jackie Butler,NYK,740.0,-2.8,2005-06
Jake Tsakalidis,MEM,732.0,-0.5,2005-06
Carlos Delfino,DET,726.0,-2.9,2005-06
Hakim Warrick,MEM,724.0,-5.0,2005-06
Scott Padgett,NJN,718.0,-0.2,2005-06
Malik Allen,CHI,701.0,-2.7,2005-06
Mark Madsen,MIN,676.0,-4.8,2005-06
Tim Thomas,2TM,666.0,-3.1,2005-06
Tim Thomas,CHI,32.0,-2.1,2005-06
Tim Thomas,PHO,634.0,-3.2,2005-06
Jason Kapono,MIA,665.0,-2.8,2005-06
Ryan Bowen,HOU,652.0,-5.1,2005-06
Jannero Pargo,CHI,646.0,-2.4,2005-06
Shandon Anderson,MIA,638.0,-3.7,2005-06
Matt Barnes,2TM,631.0,-3.1,2005-06
Matt Barnes,NYK,93.0,-1.1,2005-06
Matt Barnes,PHI,538.0,-3.4,2005-06
Darrell Armstrong,DAL,622.0,-4.0,2005-06
Kris Humphries,UTA,619.0,-4.5,2005-06
Grant Hill,ORL,613.0,1.5,2005-06
Rafael Araújo,TOR,601.0,-7.7,2005-06
Zoran Planinić,NJN,596.0,-5.7,2005-06
Pape Sow,TOR,590.0,-5.8,2005-06
Anthony Carter,MIN,589.0,-2.2,2005-06
Beno Udrih,SAS,586.0,-1.0,2005-06
Mikki Moore,SEA,583.0,-5.5,2005-06
Lamond Murray,NJN,576.0,-3.0,2005-06
Antonio Burks,MEM,570.0,-6.8,2005-06
Chris Andersen,NOK,570.0,-1.2,2005-06
Alan Anderson,CHA,564.0,-3.3,2005-06
Chuck Hayes,HOU,535.0,1.8,2005-06
Alan Henderson,CLE,531.0,-2.1,2005-06
Linton Johnson,2TM,524.0,-4.1,2005-06
Linton Johnson,NJN,35.0,-7.2,2005-06
Linton Johnson,NOK,489.0,-3.9,2005-06
Linas Kleiza,DEN,519.0,-3.7,2005-06
Jarvis Hayes,WAS,516.0,-1.4,2005-06
Jim Jackson,2TM,512.0,-6.5,2005-06
Jim Jackson,PHO,420.0,-6.0,2005-06
Jim Jackson,LAL,92.0,-8.9,2005-06
Žarko Čabarkapa,GSW,505.0,-5.3,2005-06
Boštjan Nachbar,2TM,502.0,-4.6,2005-06
Boštjan Nachbar,NOK,405.0,-3.8,2005-06
Boštjan Nachbar,NJN,97.0,-8.1,2005-06
Esteban Batista,ATL,495.0,-7.9,2005-06
Fabricio Oberto,SAS,490.0,-3.2,2005-06
Shavlik Randolph,PHI,487.0,-2.9,2005-06
Jeff McInnis,NJN,486.0,-3.3,2005-06
Donell Taylor,WAS,465.0,-2.4,2005-06
Voshon Lenard,2TM,458.0,-2.2,2005-06
Voshon Lenard,DEN,238.0,-1.8,2005-06
Voshon Lenard,POR,220.0,-2.7,2005-06
Calbert Cheaney,GSW,448.0,-4.8,2005-06
Josh Powell,DAL,429.0,-3.6,2005-06
Moochie Norris,2TM,424.0,-3.0,2005-06
Moochie Norris,HOU,241.0,-1.9,2005-06
Moochie Norris,NOK,183.0,-4.3,2005-06
Wayne Simien,MIA,414.0,-4.3,2005-06
Željko Rebrača,LAC,412.0,-2.8,2005-06
Jerome James,NYK,406.0,-9.3,2005-06
Jackson Vroman,NOK,406.0,-5.7,2005-06
Brian Cardinal,MEM,402.0,-2.9,2005-06
Lonny Baxter,2TM,400.0,-4.5,2005-06
Lonny Baxter,HOU,281.0,-4.2,2005-06
Lonny Baxter,CHA,119.0,-5.2,2005-06
Sean May,CHA,398.0,-2.6,2005-06
Howard Eisley,2TM,394.0,-2.7,2005-06
Howard Eisley,LAC,112.0,-2.3,2005-06
Howard Eisley,DEN,282.0,-2.9,2005-06
Stacey Augmon,ORL,385.0,-2.1,2005-06
Tony Delk,2TM,385.0,-0.1,2005-06
Tony Delk,ATL,7.0,-2.2,2005-06
Tony Delk,DET,378.0,-0.1,2005-06
Gerald Green,BOS,374.0,-3.5,2005-06
Michael Doleac,MIA,371.0,-3.9,2005-06
Antoine Wright,NJN,370.0,-8.8,2005-06
Michael Bradley,PHI,367.0,-4.6,2005-06
Corliss Williamson,SAC,362.0,-5.9,2005-06
Bo Outlaw,ORL,355.0,-0.4,2005-06
Walter McCarty,LAC,353.0,-4.7,2005-06
Ira Newble,CLE,353.0,-5.2,2005-06
Lindsey Hunter,DET,353.0,-1.6,2005-06
Vitaly Potapenko,2TM,353.0,-6.7,2005-06
Vitaly Potapenko,SEA,321.0,-6.8,2005-06
Vitaly Potapenko,SAC,32.0,-6.1,2005-06
Eric Williams,TOR,352.0,-5.7,2005-06
Mike Wilks,2TM,348.0,-5.8,2005-06
Mike Wilks,CLE,243.0,-7.5,2005-06
Mike Wilks,SEA,105.0,-1.7,2005-06
Pat Burke,PHO,346.0,-6.2,2005-06
Sergei Monia,2TM,343.0,-5.3,2005-06
Sergei Monia,POR,336.0,-5.3,2005-06
Sergei Monia,SAC,7.0,-4.6,2005-06
Jon Barry,HOU,342.0,-1.5,2005-06
Richie Frahm,2TM,342.0,-2.2,2005-06
Richie Frahm,MIN,225.0,-2.2,2005-06
Richie Frahm,HOU,117.0,-2.2,2005-06
Kevin Burleson,CHA,340.0,-6.2,2005-06
Darrick Martin,TOR,339.0,-2.1,2005-06
Andrew Bynum,LAL,338.0,-6.9,2005-06
Kelvin Cato,2TM,333.0,-5.2,2005-06
Kelvin Cato,ORL,299.0,-4.9,2005-06
Kelvin Cato,DET,34.0,-7.5,2005-06
Loren Woods,TOR,324.0,-2.4,2005-06
Luke Jackson,CLE,315.0,-4.0,2005-06
John Edwards,ATL,296.0,-6.4,2005-06
Andre Barrett,2TM,282.0,-3.6,2005-06
Andre Barrett,PHO,21.0,-1.9,2005-06
Andre Barrett,TOR,261.0,-3.8,2005-06
Laron Profit,LAL,279.0,-1.8,2005-06
Danny Fortson,SEA,276.0,-9.1,2005-06
Brandon Bass,NOK,268.0,-5.0,2005-06
Ronald Dupree,MIN,265.0,-3.8,2005-06
Calvin Booth,WAS,250.0,-2.3,2005-06
Brian Grant,PHO,248.0,-6.0,2005-06
Travis Diener,ORL,246.0,0.9,2005-06
Rick Brunson,2TM,246.0,-5.2,2005-06
Rick Brunson,SEA,31.0,-7.2,2005-06
Rick Brunson,HOU,215.0,-4.9,2005-06
Rawle Marshall,DAL,241.0,-1.8,2005-06
Gerald Fitch,MIA,239.0,-3.5,2005-06
D.J. Mbenga,DAL,237.0,-2.6,2005-06
Lee Nailon,PHI,237.0,-2.7,2005-06
Dan Dickau,BOS,234.0,-2.4,2005-06
Mateen Cleaves,SEA,230.0,-5.0,2005-06
Eric Piatkowski,CHI,228.0,-3.4,2005-06
Mario Kasun,ORL,213.0,-9.0,2005-06
Ha Seung-Jin,POR,212.0,-7.1,2005-06
Robert Whaley,UTA,212.0,-5.1,2005-06
Andre Owens,UTA,210.0,-8.3,2005-06
Charles Smith,2TM,210.0,-1.7,2005-06
Charles Smith,POR,208.0,-1.4,2005-06
Charles Smith,DEN,2.0,-32.6,2005-06
C.J. Miles,UTA,203.0,-1.8,2005-06
Jermaine Jackson,MIL,202.0,-2.7,2005-06
Terence Morris,ORL,192.0,-4.4,2005-06
Doug Christie,DAL,185.0,-1.0,2005-06
Lawrence Roberts,MEM,181.0,-3.0,2005-06
Sean Marks,SAS,181.0,-0.1,2005-06
Dale Davis,DET,178.0,-3.5,2005-06
Andray Blatche,WAS,175.0,-5.0,2005-06
Stephen Graham,3TM,175.0,-5.8,2005-06
Stephen Graham,HOU,38.0,-3.7,2005-06
Stephen Graham,CHI,20.0,-7.0,2005-06
Stephen Graham,CLE,117.0,-6.2,2005-06
Will Bynum,GSW,162.0,-5.0,2005-06
Ronny Turiaf,LAL,161.0,-2.7,2005-06
Jason Maxiell,DET,159.0,-9.2,2005-06
Willie Green,PHI,153.0,-6.1,2005-06
Boniface N'Dong,LAC,152.0,-5.0,2005-06
Ronnie Price,SAC,150.0,-3.2,2005-06
James Thomas,2TM,150.0,-7.1,2005-06
James Thomas,PHI,124.0,-8.1,2005-06
James Thomas,CHI,26.0,-2.3,2005-06
Luke Schenscher,CHI,149.0,-1.7,2005-06
Lou Williams,PHI,145.0,-6.3,2005-06
Chris Taft,GSW,144.0,-0.7,2005-06
Eddie Basden,CHI,141.0,-0.6,2005-06
Devin Green,LAL,135.0,-6.5,2005-06
Arvydas Macijauskas,NOK,135.0,-4.2,2005-06
Bracey Wright,MIN,135.0,-2.7,2005-06
Dorell Wright,MIA,132.0,-2.6,2005-06
Billy Thomas,WAS,131.0,-0.2,2005-06
Yaroslav Korolev,LAC,127.0,-5.6,2005-06
Donta Smith,ATL,127.0,-1.9,2005-06
John Thomas,3TM,127.0,-8.5,2005-06
John Thomas,MEM,25.0,-5.6,2005-06
John Thomas,ATL,66.0,-6.5,2005-06
John Thomas,NJN,36.0,-14.1,2005-06
Eddie Gill,IND,122.0,-1.1,2005-06
Aaron McKie,LAL,121.0,-2.4,2005-06
Aaron Miles,GSW,118.0,-5.0,2005-06
Awvee Storey,WAS,116.0,-6.2,2005-06
Ime Udoka,NYK,114.0,-5.4,2005-06
Melvin Sanders,SAS,113.0,-3.9,2005-06
Anthony Grundy,ATL,108.0,-0.4,2005-06
John Lucas III,HOU,107.0,-4.4,2005-06
Nikoloz Tskitishvili,2TM,99.0,-7.5,2005-06
Nikoloz Tskitishvili,MIN,13.0,-18.6,2005-06
Nikoloz Tskitishvili,PHO,86.0,-5.8,2005-06
Anthony Roberson,MEM,88.0,-2.3,2005-06
Dwayne Jones,BOS,87.0,-4.8,2005-06
Vin Baker,LAC,85.0,-2.4,2005-06
Noel Felix,SEA,82.0,-12.5,2005-06
Ervin Johnson,MIL,81.0,-9.9,2005-06
